Citation	Subject	Subject Label	Predicate	Object	Object Label	Qualifier	Subject Qualifier	Subject Extension	Object Extension	Count
33359138	long-term enzyme replacement therapy		TREATS	adenosine deaminase deficiency			long-term	enzyme replacement therapy		1
11434885	Hematopoietic stem-cell transplantation		TREATS	primary immunodeficiencies						1
11434885	Hematopoietic stem-cell transplantation		TREATS	primary immunodeficiencies			with colony stimulating factors	colony stimulating factors		1
11783525	Carrier erythrocyte entrapped adenosine deaminase therapy		TREATS	Adenosine deaminase deficiency				adenosine deaminase		1
38355973	Autologous CD34+ cell gene therapy		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064	following busulfan reduced-intensity conditioning	CHEBI:28901		1
38355973	enzyme replacement therapy		PREVENTS	HP:0004430	severe combined immunodeficiency	MONDO:0007064	Long-term	enzyme replacement therapy		1
38355973	MAXO:0001479	Allogeneic hematopoietic stem cell transplantation	PREVENTS	HP:0004430	severe combined immunodeficiency	MONDO:0007064				1
24578017	Newborn screening		PREVENTS	T-cell impairment		MONDO:0015974				1
24578017	Molecular screen for TRECs		DETECTS	Low or borderline TRECs		MONDO:0015974		TRECs	Low or borderline	1
24578017	Diagnostic evaluation		DETECTS	T-cell impairment		MONDO:0015974				1
24578017	Flow cytometry		DETECTS	Adenosine deaminase deficiency		MONDO:0015974		Adenosine deaminase		1
24578017	MAXO:0001006	CBC (Complete Blood Count)	DETECTS	IL2RG-related SCID		MONDO:0015974		CBC (Complete Blood Count)		1
24578017	Diagnostic evaluation		DETECTS	Idiopathic T-cell lymphopenia		MONDO:0015974				1
26876279	Newborn screening		PREVENTS	death		MONDO:0015974				1
26876279	Treatment		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0015974	with	adenosine deaminase		1
30194989	enzyme replacement therapy		TREATS	HP:0002721	immunodeficiency	MONDO:0007064		enzyme replacement therapy (ERT)		1
30194989	allogeneic hematopoietic stem cell transplantation		TREATS	immune deficiency		severe combined immune deficiency		allogeneic hematopoietic stem cell transplantation	adenosine deaminase deficiency	1
30194989	HSC-GT		TREATS	immune deficiency		severe combined immune deficiency caused by adenosine deaminase deficiency		gammaretrovirus-mediated autologous hematopoietic stem cell gene therapy		1
30194989	HSC-GT		TREATS	HP:0002721	immunodeficiency	severe combined immune deficiency caused by adenosine deaminase deficiency		lentivirus-mediated autologous hematopoietic stem cell gene therapy		1
30194989	HSCT		TREATS	immune deficiency		severe combined immune deficiency	with alternative donors	alternative donors	adenosine deaminase deficiency	1
23897312	Newborn screening		PREVENTS	delay in diagnosis		MONDO:0015974		Newborn screening		1
23897312	Evaluation of clinical and laboratory findings		TREATS	overlooked symptoms		MONDO:0015974				1
14607964	investigation of B cell deficiency		TREATS	impaired B cell development		MONDO:0007064				1
22198747	Developing safer vectors		PREVENTS	clonal expansion		Insertional mutagenesis		safer vectors		1
22198747	Developing safer vectors		PREVENTS	development of leukemia		Insertional mutagenesis		Insertional mutagenesis		1
22198747	Lower-risk gene therapy protocols		PREVENTS	clonal expansion		Insertional mutagenesis	Lower-risk	gene therapy protocols		1
22198747	Lower-risk gene therapy protocols		PREVENTS	development of leukemia		Insertional mutagenesis	Lower-risk	gene therapy protocols		1
22198747	Predicting genotoxicity		PREVENTS	clonal expansion		Insertional mutagenesis				1
22198747	Predicting genotoxicity		PREVENTS	development of leukemia		Insertional mutagenesis				1
22198747	Mapping vector integration sites		PREVENTS	clonal expansion		Insertional mutagenesis				1
22198747	Mapping vector integration sites		PREVENTS	development of leukemia		Insertional mutagenesis				1
22198747	Minimizing genotoxicity		PREVENTS	clonal expansion		Insertional mutagenesis				1
22198747	Minimizing genotoxicity		PREVENTS	development of leukemia		Insertional mutagenesis				1
15773344	Gene therapy protocol targeting peripheral blood lymphocytes (PBLs)		TREATS	low levels of CD8+ T lymphocytes		MONDO:0015974				1
15773344	MAXO:0000757	Infusion	TREATS	low serum immunoglobulin		MONDO:0015974		autologous PBLs transduced with retroviral vector LASN encoding ADAcDNA		1
15773344	MAXO:0000757	Infusion	TREATS	lack of specific antibodies		MONDO:0015974		autologous PBLs transduced with retroviral vector LASN encoding ADAcDNA	specific	1
15773344	MAXO:0000757	Infusion	TREATS	delayed type hypersensitivity skin tests		MONDO:0015974	autologous	autologous PBLs transduced with retroviral vector LASN encoding ADAcDNA	negative delayed type hypersensitivity skin tests	1
15773344	Treatment		TREATS	systemic toxicity		MONDO:0015974		PEG-ADA		1
15773344	Treatment		TREATS	poor liver function		MONDO:0015974		PEG-ADA		1
15773344	Treatment		TREATS	systemic toxicity		MONDO:0015974		autologous bone marrow CD34+ cells engineered with retroviral vector GCsapM-ADA		1
15773344	Treatment		TREATS	poor liver function		MONDO:0015974		autologous bone marrow CD34+ cells engineered with retroviral vector GCsapM-ADA		1
23583799	Gene therapy		TREATS	T cell immunodeficiencies		Severe Combined Immunodeficiencies		Gene therapy		1
23583799	Use of self inactivated (SIN) retro(or lenti) viruses		TREATS	T cell immunodeficiencies		MONDO:0015974		self inactivated (SIN) retro(or lenti) viruses		1
23179487	enzyme replacement therapy		TREATS	scapular spurring		ADA-deficiency SCIDS		adenosine deaminase		1
23179487	enzyme replacement therapy		TREATS	HP:0000907	anterior rib cupping	ADA-deficiency SCIDS	with adenosine deaminase	adenosine deaminase		1
19776764	MAXO:0000747	allogenic or autologous hematopoietic stem cell transplantation (HSCT) with gene therapy	TREATS	Primary Immunodeficiencies (PID)		NULL	NULL	NULL	NULL	1
19776764	MAXO:0001001	Gene therapy	TREATS	Primary Immunodeficiencies		MONDO:0000922				1
19776764	pre-conditioning with chemotherapy		PREVENTS	graft-versus-host disease		MONDO:0000922		chemotherapy		1
19776764	detailed characterization of retroviral vector integration profiles		PREVENTS	adverse events		MONDO:0000922		retroviral vector		1
19776764	design of self-inactivating retroviral and lentiviral vectors		PREVENTS	adverse events		MONDO:0000922		gene therapy		1
31812707	Enzyme replacement therapy		TREATS	severe immunodeficiency		MONDO:0007064		Enzyme replacement therapy		1
31812707	Enzyme replacement therapy		TREATS	very low lymphocyte counts		MONDO:0007064		Enzyme replacement therapy		1
31812707	Enzyme replacement therapy		TREATS	impaired T cell function		MONDO:0007064		Enzyme replacement therapy (ERT)		1
25875699	Stem cell gene therapy		TREATS	lack of functional ADA enzyme		Adenosine deaminase-deficiency	with gamma-retroviral vector GCsapM-ADA	gamma-retroviral vector GCsapM-ADA		1
25875699	Stem cell gene therapy		TREATS	compromised immunity		Adenosine deaminase-deficiency		Stem cell gene therapy		1
25875699	Enzyme replacement therapy		PREVENTS	compromised immunity		Adenosine deaminase-deficiency		Enzyme replacement therapy		1
23280131	tandem mass spectrometry analysis of dried blood spots		TREATS	progressive immunodeficiency		late-onset adenosine deaminase deficiency				1
23280131	real-time PCR quantification of TRECs		TREATS	progressive immunodeficiency		late-onset adenosine deaminase deficiency				1
35914665	Newborn screening (NBS)		PREVENTS	complications of the disease		MONDO:0007064		T cell receptor excision circles (TREC)		1
35914665	tandem mass spectroscopy screening		PREVENTS	complications of the disease		MONDO:0007064				1
35914665	dried blood spot NBS		PREVENTS	complications of the disease		MONDO:0007064				1
35914665	biochemical and genetic testing		TREATS	adenosine deaminase deficiency						1
27056559	MAXO:0001001	Gene therapy	TREATS	Primary Immune Deficiencies						1
27056559	Autologous transplant		TREATS	Primary Immune Deficiencies						1
27056559	Stem cell culturing techniques		TREATS	Primary Immune Deficiencies						1
27056559	Site-specific genome editing		TREATS	Primary Immune Deficiencies						1
21271505	enzyme replacement		TREATS	HP:0002904	Hyperbilirubinemia	MONDO:0007064	with pegylated ADA	pegylated ADA		1
21271505	MAXO:0010030	bone marrow transplantation	PREVENTS	rapid fatal hepatic failure		MONDO:0007064				1
21271505	gene therapy		TREATS	Severe Combined Immunodeficiency		ADA-SCID				1
20534204	MAXO:0001001	Gene therapy	TREATS	deficient immune function		MONDO:0015974				1
20534204	MAXO:0001001	Gene therapy	TREATS	high concentration of toxic metabolites		MONDO:0015974		Gene therapy		1
20534204	Enzyme-replacement therapy		PREVENTS	deficient immune function		MONDO:0015974	with adenosine deaminase	adenosine deaminase		1
19638621	Haematopoietic stem cell transplantation		TREATS	Severe combined immunodeficiency		Adenosine deaminase deficiency		Haematopoietic stem cell transplantation		1
19638621	Enzyme replacement therapy		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064	with	Pegylated bovine ADA		1
19638621	Autologous haematopoietic stem cell gene therapy		TREATS	Severe combined immunodeficiency		Adenosine deaminase deficiency	Autologous	haematopoietic stem cell gene therapy		1
19638621	Matched sibling donor transplants		TREATS	Severe combined immunodeficiency		Adenosine deaminase deficiency		Adenosine deaminase deficiency		1
19638621	Mismatched parental donor transplants		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064				1
17185467	MAXO:0000747	allogenic or autologous hematopoietic stem cell transplantation (HSCT) with gene therapy	TREATS	HP:0002721	immunodeficiency	MONDO:0007064				1
17185467	Hematopoietic stem cell transplantation		FAILS TO CONTROL	CNS complications		MONDO:0007064		Hematopoietic stem cell transplantation	CNS complications	1
20493400	Gene therapy		TREATS	immunologic impairment		Adenosine deaminase deficiency		Gene therapy		1
20493400	MAXO:0001001	Gene therapy	TREATS	metabolic abnormalities		MONDO:0007064		Gene therapy	metabolic abnormalities	1
20493400	Allogeneic bone marrow transplant		TREATS	immunologic impairment		MONDO:0007064				1
20493400	Enzyme replacement therapy		TREATS	metabolic abnormalities		MONDO:0007064				1
20493400	MAXO:0000757	Infusion	TREATS	immunologic impairment		MONDO:0007064		autologous hematopoietic stem cells corrected ex vivo by retroviral vectors		1
20493400	Low-intensity conditioning regimen		TREATS	immunologic impairment		MONDO:0007064		Low-intensity conditioning regimen		1
17765813	Enzyme replacement		TREATS	Severe immunodeficiency		MONDO:0007064		Enzyme replacement		1
17765813	Allogeneic bone marrow transplantation		TREATS	Severe immunodeficiency		MONDO:0007064				1
17765813	Computed tomographic scans		TREATS	Volume loss in brain		Adenosine deaminase deficiency		Computed tomographic scans		1
17765813	Cranial MRI		TREATS	Abnormalities of basal ganglia and thalamus		MONDO:0007064				1
17765813	Detailed neurologic and neuroimaging evaluation		TREATS	HP:0000707	Neurologic abnormalities	MONDO:0007064				1
10886203	Enzyme replacement therapy		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064	with Polyethylene glycol-conjugated adenosine deaminase	Polyethylene glycol-conjugated adenosine deaminase		1
10886203	Entrapment within human energy-replete carrier erythrocytes using a hypo-osmotic dialysis procedure		PREVENTS	Severe combined immunodeficiency		adenosine deaminase deficiency		adenosine deaminase deficiency		1
36736952	Newborn screening		PREVENTS	infections		MONDO:0007064				1
36736952	Enzyme replacement therapy (ERT)		TREATS	infections		MONDO:0007064		Enzyme replacement therapy		1
36736952	Allogeneic hematopoietic cell transplantation		TREATS	infections		Adenosine Deaminase Deficiency		Allogeneic hematopoietic cell transplantation		1
36736952	Autologous ADA gene therapy with nonmyeloablative conditioning and ERT withdrawal		TREATS	infections		MONDO:0007064	Autologous	ADA gene therapy		1
36736952	Hematopoietic cell transplantation		TREATS	infections		MONDO:0007064	using HLA-mismatched family-related donors	Hematopoietic cell transplantation		1
36736952	Hematopoietic cell transplantation		TREATS	infections		MONDO:0007064	after reduced-intensity conditioning	HLA-matched unrelated donors		1
17300989	Hematopoietic stem cell transplantation		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064		Hematopoietic stem cell		1
17300989	Enzyme replacement therapy		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064	with PEG-ADA	PEG-ADA		1
17300989	MAXO:0001001	Gene therapy	TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064		Gene therapy		1
17300989	Immunoglobulin replacement		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064		Immunoglobulin replacement		1
17586199	replacement		TREATS	metabolic abnormalities		MONDO:0015974		polyethylene glycol-linked ADA		1
17586199	replacement		PREVENTS	further deterioration of cellular immunity		MONDO:0015974		polyethylene glycol-linked ADA		1
17721875	Use of genetically corrected hematopoietic stem cells		TREATS	adenosine deaminase deficiency		MONDO:0007064		genetically corrected hematopoietic stem cells		1
17721875	Use of oncolytic adenoviruses		TREATS	HP:0002664	cancer	MONDO:0004992		oncolytic adenoviruses		1
17721875	Use of targeted T cells		TREATS	HP:0002664	cancer	MONDO:0004992		targeted T cells		1
17721875	Clinical gene therapy trials		TREATS	HP:0012125	prostate cancer	MONDO:0008315		gene therapy		1
30918508	Enzyme Replacement Therapy		TREATS	HP:0000365	Hearing impairment	MONDO:0007064	with Polyethylene glycol conjugated ADA	Polyethylene glycol conjugated ADA		1
30918508	Enzyme Replacement Therapy		TREATS	Abnormal hearing thresholds at low and medium tone frequencies		MONDO:0007064	with Polyethylene glycol conjugated ADA	Polyethylene glycol conjugated ADA		1
30918508	Enzyme Replacement Therapy		TREATS	Damage to cochlear hair cells		MONDO:0007064	with Polyethylene glycol conjugated ADA	Polyethylene glycol conjugated ADA		1
30918508	Enzyme Replacement Therapy		TREATS	Progressive immune abnormalities		MONDO:0007064	with Polyethylene glycol conjugated ADA	Polyethylene glycol conjugated ADA		1
26122173	enzyme replacement therapy		TREATS	immune dysfunction		MONDO:0007064		enzyme replacement therapy		1
12901330	stem cell manipulation		TREATS	primary immunodeficiencies						1
38033164	Gene therapy		TREATS	Pan-lymphopenia		Severe combined immune deficiency due to adenosine deaminase deficiency (ADA SCID)	with a normal human ADA gene added to autologous hematopoietic stem cells (HSC)	a normal human ADA gene		1
38033164	Gene therapy		TREATS	Accumulated		Severe combined immune deficiency due to adenosine deaminase deficiency (ADA SCID)	with a normal human ADA gene added to autologous hematopoietic stem cells (HSC)	ADA gene	cytotoxic adenine metabolites	1
12196037	allogeneic bone marrow transplantation		TREATS	incomplete restoration of B cell function		MONDO:0015974		allogeneic bone marrow transplantation (BMT)		1
12196037	genetic correction of peripheral T lymphocytes		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0015974				1
12196037	haematopoietic stem cell (HSC) correction		TREATS	HP:0004430	severe combined immunodeficiency			retrovirally mediated gene transfer		1
12196037	gene therapy trial		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0010315				1
12196037	allogeneic bone marrow transplantation		PREVENTS	severe complications such as graft-versus-host disease		MONDO:0015974				1
10202239	MAXO:0001001	Gene therapy	TREATS	Severe combined immunodeficiency caused by adenosine deaminase deficiency		MONDO:0015974		gene therapy		1
10202239	T cell-directed gene transfer		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0015974		T cell-directed gene transfer		1
10202239	gene transfer to hematopoietic stem cells		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0015974	retroviral-mediated	retroviral		1
21624615	MAXO:0001001	Gene therapy	TREATS	Underlying T-cell immunodeficiency		MONDO:0015974		Gene therapy		1
21624615	MAXO:0001001	Gene therapy	PREVENTS	HP:0001909	leukemia	MONDO:0015974		Gene therapy		1
10082448	polymerase chain-reaction technique		PREVENTS	graft failure		MONDO:0013730		polymerase chain-reaction technique		1
10082448	immunomagnetically isolated leukocyte populations assay		PREVENTS	engraftment failure		MONDO:0013730				1
10082448	polymerase chain-reaction technique		PREVENTS	secondary lymphoma		MONDO:0013730				1
10082448	polymerase chain-reaction technique		PREVENTS	relapse		MONDO:0013730		polymerase chain-reaction technique		1
10082448	immunomagnetically isolated leukocyte populations assay		PREVENTS	mixed chimerism		MONDO:0013730				1
15766024	Monitoring of growth, diet, personal hygiene, and life habits		PREVENTS	infections		Primary immune defects				1
15766024	Prevention		PREVENTS	infections		Primary immune defects				1
15766024	Early detection		TREATS	infections		Primary immune defects				1
15766024	Treatment of infections		TREATS	infections		Primary immune defects				1
15766024	Immunoglobulin substitution		TREATS	antibody defects		Primary immune defects	with Immunoglobulin	Immunoglobulin		1
15766024	Enzyme replacement		TREATS	adenosine deaminase defect		Primary immune defects	with Adenosine deaminase	Adenosine deaminase		1
15766024	MAXO:0010030	bone marrow transplantation	TREATS	numerous primary immune defects		Primary immune defects				1
15766024	MAXO:0001001	Gene therapy	TREATS	severe combined immunodeficiency on the X-chromosome (X-SCID), adenosine deaminase deficiency (ADA deficiency)		Primary immune defects		Gene therapy		1
23566838	Ex-vivo transfer		TREATS	PIDs				therapeutic transgene		1
23566838	Autologous hematopoietic stem cell transplantation		TREATS	PIDs						1
23566838	Conditioning		TREATS	PIDs						1
23566838	Pre-clinical investigation		PREVENTS	Malignant outcomes		PIDs		Pre-clinical investigation		1
29690908	Enzyme replacement therapy		TREATS	Persistent infection		MONDO:0007064		Enzyme replacement therapy		1
29690908	Enzyme replacement therapy		TREATS	Pulmonary insufficiency		Adenosine deaminase deficiency		Enzyme replacement therapy		1
29690908	Hematopoietic stem cell transplant		TREATS	Persistent infection		MONDO:0007064				1
29690908	Hematopoietic stem cell transplant		TREATS	HP:0010444	Pulmonary insufficiency	MONDO:0007064		Hematopoietic stem cell transplant		1
29690908	Gene addition techniques		TREATS	Persistent infection		Adenosine deaminase deficiency		Gene addition techniques		1
29690908	Gene addition techniques		TREATS	HP:0010444	Pulmonary insufficiency	MONDO:0007064				1
16752313	hematopoietic stem cell therapy		TREATS	ADA-SCID			with adenosine deaminase	adenosine deaminase		1
27763769	Stem cell transplantation		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064				1
27763769	MAXO:0001001	Gene therapy	TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064				1
27763769	Strimvelis		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0007064	with Strimvelis	Strimvelis		1
12820000	Excision of subcutaneous nodule		TREATS	Small subcutaneous nodule		Giant-cell fibroblastoma				1
10845921	Investigation of mechanisms of adenosine effects on murine thymocytes		TREATS	T-cell depletion		MONDO:0015974		CHEBI:16335		1
10845921	Induction of apoptosis		TREATS	Accumulation of intracellular and extracellular adenosine		MONDO:0015974	with Adenosine	CHEBI:16335		1
10845921	Inhibition of T-cell receptor (TCR)-induced activation		TREATS	T-cell depletion		MONDO:0015974				1
22622038	Enzyme replacement therapy		TREATS	autoimmune complications		MONDO:0007064		Enzyme replacement therapy	autoimmune complications	1
22622038	Bone marrow transplant		TREATS	autoantibody production		MONDO:0007064				1
22622038	MAXO:0001001	Gene therapy	TREATS	autoantibody production		MONDO:0007064	HSC	HSC-GT		1
22622038	MAXO:0001001	Gene therapy	TREATS	Anti-nuclear antibodies (ANAs)		MONDO:0007064	HSC	HSC-GT		1
23618815	Approval		TREATS	Gene therapy-related diseases				Glybera		1
23618815	Gene therapy trials		TREATS	Gene therapy-related diseases						1
23618815	Development of gene transfer vectors		TREATS	Gene therapy-related diseases				gene transfer vectors		1
22409989	Bronchoalveolar lavage (BAL)		TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0001437				1
22409989	MAXO:0000380	Lung biopsy	TREATS	HP:0004430	severe combined immunodeficiency	MONDO:0001437				1
22409989	Enzyme replacement		TREATS	Homogeneous granular eosinophilic material in alveolar spaces		MONDO:0001437	with Adenosine deaminase (ADA) coupled to Polyethylene glycol	CHEBI:39048		1
22409989	Allogeneic hematopoietic stem cell transplantation		TREATS	Homogeneous granular eosinophilic material in alveolar spaces		Pulmonary alveolar proteinosis		hematopoietic stem cell	alveolar	1
