citation	maxo_id	maxo_label	hpo_id	maxo_relation	disease_id	disease_name
28575652	MAXO:0000237	retinoid agent therapy	HP:0000962	TREATS	MONDO:0033014	Erythrokeratodermia Variabilis Et Progressiva 4
19097825	MAXO:0000747	hematopoietic stem cell transplantation	HP:0002721	TREATS	MONDO:0014168	Immunodeficiency 8
23487782	MAXO:0000011	physical therapy	HP:0005684	TREATS	MONDO:0007158	Arthrogryposis, Distal, Type 5
28406602	MAXO:0000930	speech therapy	HP:0001608	TREATS	MONDO:0007688	Myhre Syndrome
33712050	MAXO:0000112	food antioxidant supplementation	HP:0003547	TREATS	MONDO:0008030	Facioscapulohumeral Muscular Dystrophy 1
33712050	MAXO:0000065	aerobic exercise therapy	HP:0003547	TREATS	MONDO:0008030	Facioscapulohumeral Muscular Dystrophy 1
22934316	MAXO:0000011	physical therapy	HP:0001270	TREATS	MONDO:0012589	Pitt-hopkins Syndrome
22934316	MAXO:0000058	pharmacotherapy	HP:0002883	TREATS	MONDO:0012589	Pitt-hopkins Syndrome
20301765	MAXO:0000446	desmopressin agent therapy	HP:0008330	TREATS	OMIM:277480	Von Willebrand Disease, Type 3
20301765	MAXO:0000445	antifibrinolytic agent therapy	HP:0001892	TREATS	OMIM:277480	Von Willebrand Disease, Type 3
21310277	MAXO:0001128	folic acid supplementation	HP:0001889	TREATS	MONDO:0013456	Megaloblastic Anemia Due To Dihydrofolate Reductase Deficiency
25080166	MAXO:0010021	serine supplementation	MONDO:0013531	TREATS	MONDO:0013531	Phosphoserine Phosphatase Deficiency
20301636	MAXO:0009089	stereotactic radiosurgery using Gamma Knife	HP:0006880	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0009088	stereotactic radiosurgery	HP:0006880	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0009088	stereotactic radiosurgery	HP:0009713	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301636	MAXO:0009089	stereotactic radiosurgery using Gamma Knife	HP:0009713	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301685	MAXO:0009095	zinc therapy	MONDO:0010200	TREATS	MONDO:0010200	Wilson Disease
15784703	MAXO:0000743	sulfonylurea agent therapy	HP:0008255	TREATS	MONDO:0012522	Diabetes Mellitus, Transient Neonatal, 3
15784703	MAXO:0000259	therapeutic insulin treatment	HP:0008255	TREATS	MONDO:0012522	Diabetes Mellitus, Transient Neonatal, 3
9419367	MAXO:0001175	liver transplantation	MONDO:0011214	TREATS	MONDO:0011214	Cholestasis, Progressive Familial Intrahepatic, 3
35988966	MAXO:0001213	colorectal polypectomy	HP:0005227	TREATS	MONDO:0012041	Familial Adenomatous Polyposis, 2
35988966	MAXO:0001042	colectomy	HP:0005227	TREATS	MONDO:0012041	Familial Adenomatous Polyposis, 2
9486994	MAXO:0000110	vitamin D supplementation	HP:0002748	TREATS	MONDO:0020723	Vitamin D-dependent Rickets, Type I
11344190	MAXO:0000780	human growth hormone replacement therapy	HP:0004322	TREATS	MONDO:0008104	Noonan Syndrome 1
35902413	MAXO:0000653	angiotensin receptor blocker therapy	HP:0002616	TREATS	MONDO:0007947	Marfan Syndrome
14663287	MAXO:0000295	immunological agent therapy	HP:0002721	TREATS	MONDO:0010626	Immunodeficiency, X-linked, With Hyper-igm
1757090	MAXO:0000640	corticosteroid agent therapy	HP:0001875	TREATS	MONDO:0010626	Immunodeficiency, X-linked, With Hyper-igm
30290152	MAXO:0009043	cataract extraction with intraocular lens insertion	MONDO:0032735	TREATS	MONDO:0032735	Cataract 48
20301538	MAXO:0000756	blood transfusion	HP:0001972	TREATS	MONDO:0010444	Anemia, X-linked, With Or Without Neutropenia And/or Platelet Abnormalities
25075845	MAXO:0000747	hematopoietic stem cell transplantation	HP:0001876	TREATS	MONDO:0014306	Vasculitis, Autoinflammation, Immunodeficiency, And Hematologic Defects Syndrome
9195222	MAXO:0010043	kidney transplantation	HP:0003774	TREATS	MONDO:0010520	Alport Syndrome, X-linked
21722858	MAXO:0010043	kidney transplantation	HP:0003774	TREATS	MONDO:0013619	Nephrotic Syndrome, Type 6
21722858	MAXO:0000640	corticosteroid agent therapy	HP:0000100	TREATS	MONDO:0013619	Nephrotic Syndrome, Type 6
21722858	MAXO:0000297	immune suppressant agent therapy	HP:0000100	TREATS	MONDO:0013619	Nephrotic Syndrome, Type 6
35617449	MAXO:0000090	enteral nutrition intake	HP:0001508	TREATS	MONDO:0011518	Wiedemann-steiner Syndrome
35617449	MAXO:0000780	human growth hormone replacement therapy	HP:0001510	TREATS	MONDO:0011518	Wiedemann-steiner Syndrome
35617449	MAXO:0000110	vitamin D supplementation	HP:0002750	TREATS	MONDO:0011518	Wiedemann-steiner Syndrome
27656750	MAXO:0000883	cognitive behavior therapy	HP:0001249	TREATS	MONDO:0012269	Chromosome 3q29 Deletion Syndrome
27656750	MAXO:0000732	occupational therapist evaluation	HP:0000733	TREATS	MONDO:0012269	Chromosome 3q29 Deletion Syndrome
27656750	MAXO:0000090	enteral nutrition intake	HP:0001508	TREATS	MONDO:0012269	Chromosome 3q29 Deletion Syndrome
26610320	MAXO:0000930	speech therapy	HP:0001263	TREATS	MONDO:0012342	Williams-beuren Region Duplication Syndrome
21290787	MAXO:0001117	seizure prevention recommendation	HP:0001250	TREATS	MONDO:0012774	Chromosome 15q13.3 Microdeletion Syndrome
21290787	MAXO:0000883	cognitive behavior therapy	HP:0000708	TREATS	MONDO:0012774	Chromosome 15q13.3 Microdeletion Syndrome
20301666	MAXO:0001225	iron chelator agent therapy	HP:0003281	TREATS	MONDO:0011426	Aceruloplasminemia
22934314	MAXO:0009072	surgical repair	HP:0000787	TREATS	MONDO:0013869	Adenine Phosphoribosyltransferase Deficiency
20301527	MAXO:0010119	dietary phytanic acid intake avoidance	HP:0001251	TREATS	MONDO:0009958	Refsum Disease
20301527	MAXO:0010119	dietary phytanic acid intake avoidance	HP:0007141	TREATS	MONDO:0009958	Refsum Disease
20301527	MAXO:0000097	fasting avoidance	HP:0010571	PREVENTS	MONDO:0009958	Refsum Disease
28710092	MAXO:0000741	potassium-sparing diuretic agent therapy	HP:0000822	TREATS	MONDO:0029132	Liddle Syndrome 3
3153325	MAXO:0000110	vitamin D supplementation	HP:0004915	TREATS	MONDO:0009216	Fanconi-bickel Syndrome
3153325	MAXO:0010097	dietary galactose intake avoidance	HP:0004915	TREATS	MONDO:0009216	Fanconi-bickel Syndrome
36672611	MAXO:0001001	gene therapy	HP:0007663	TREATS	MONDO:0008765	Leber Congenital Amaurosis, Type Ii
11044475	MAXO:0030018	uncooked cornstarch supplementation	HP:0004915	TREATS	MONDO:0009216	Fanconi-bickel Syndrome
11044475	MAXO:0010097	dietary galactose intake avoidance	HP:0004915	TREATS	MONDO:0009216	Fanconi-bickel Syndrome
36637659	MAXO:0000024	surgical procedure on the eye	MONDO:0007637	TREATS	MONDO:0007637	Corneal Dystrophy, Fuchs Endothelial, 1
20617341	MAXO:0001220	removal of lens	HP:0030961	TREATS	MONDO:0009633	Microspherophakia
1570017	MAXO:0000743	sulfonylurea agent therapy	HP:0004904	TREATS	MONDO:0007453	Maturity-onset Diabetes Of The Young, Type Ii
20206331	MAXO:0010016	riboflavin supplementation	MONDO:0024537	TREATS	MONDO:0024537	Brown-vialetto-van Laere Syndrome 1
20301575	MAXO:0009030	hearing aid usage	HP:0000365	TREATS	MONDO:0009215	Fanconi Anemia
20301575	MAXO:0000291	androgen stimulant agent therapy	HP:0001873	TREATS	MONDO:0009215	Fanconi Anemia
20301575	MAXO:0000747	hematopoietic stem cell transplantation	HP:0001876	TREATS	MONDO:0009215	Fanconi Anemia
20301575	MAXO:0000441	granulocyte colony stimulating factor agent therapy	HP:0001875	TREATS	MONDO:0009215	Fanconi Anemia
31078652	MAXO:0000185	antiarrythmic agent therapy	MONDO:0011831	PREVENTS	MONDO:0011831	Arrhythmogenic Right Ventricular Dysplasia, Familial, 8
31078652	MAXO:0000802	avoid excessive exercise	HP:0001645	PREVENTS	MONDO:0011831	Arrhythmogenic Right Ventricular Dysplasia, Familial, 8
30252254	MAXO:0001220	removal of lens	HP:0000518	TREATS	MONDO:0019569	Cockayne Syndrome A
30252254	MAXO:0000055	sunlight avoidance	HP:0003224	TREATS	MONDO:0019569	Cockayne Syndrome A
30252254	MAXO:0001220	removal of lens	HP:0000518	TREATS	MONDO:0019570	Cockayne Syndrome, Type B
9718335	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0000519	TREATS	MONDO:0007281	Cataract, Crystalline Aculeiform
14627691	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0100018	TREATS	MONDO:0007285	Cataract 1, Multiple Types
20301372	MAXO:0000092	excessive alcohol avoidance	MONDO:0008294	PREVENTS	MONDO:0008294	Porphyria, Acute Intermittent
20301666	MAXO:0010100	dietary iron intake avoidance	MONDO:0011426	TREATS	MONDO:0011426	Aceruloplasminemia
24262094	MAXO:0001135	fat-soluble vitamin supplementation	MONDO:0013700	TREATS	MONDO:0013700	Pancreatic Lipase Deficiency
26740551	MAXO:0000603	peritoneal dialysis	HP:0003774	TREATS	MONDO:0011303	Focal Segmental Glomerulosclerosis 1
26740551	MAXO:0010043	whole kidney transplantation	HP:0003774	TREATS	MONDO:0011303	Focal Segmental Glomerulosclerosis 1
28062395	MAXO:0001135	fat-soluble vitamin supplementation	MONDO:0014887	TREATS	MONDO:0014887	Bone Marrow Failure Syndrome 3
27008887	MAXO:0000503	artificial respiration	HP:0002747	TREATS	MONDO:0014896	Muscular Dystrophy, Congenital, Davignon-chauveau Type
20301572	MAXO:0000259	therapeutic insulin treatment	HP:0005978	TREATS	MONDO:0008876	Bloom Syndrome
20301415	MAXO:0000453	laser ablation therapy	HP:0001029	TREATS	MONDO:0016368	Rothmund-thomson Syndrome, Type 1
20301415	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0001118	TREATS	MONDO:0016368	Rothmund-thomson Syndrome, Type 1
20301415	MAXO:0000453	laser ablation therapy	HP:0001009	TREATS	MONDO:0016369	Rothmund-thomson Syndrome
20301415	MAXO:0009043	cataract extraction with intraocular lens insertion	HP:0000518	TREATS	MONDO:0016369	Rothmund-thomson Syndrome
20301300	MAXO:0000178	anticoagulant agent therapy	HP:0001658	TREATS	MONDO:0008310	Hutchinson-gilford Progeria Syndrome
22105173	MAXO:0000168	antiviral agent therapy	HP:0012302	TREATS	MONDO:0013921	Herpes Simplex Encephalitis, Susceptibility To, 4
27426735	MAXO:0010026	zinc supplementation	HP:0031831	TREATS	MONDO:0014911	Growth Retardation, Impaired Intellectual Development, Hypotonia, And Hepatopathy
23535490	MAXO:0000208	sodium channel inhibitor therapy	HP:0002268	TREATS	MONDO:0007494	Episodic Kinesigenic Dyskinesia 1
34281245	MAXO:0001469	farnesyltransferase inhibitor agent therapy	MONDO:0008310	TREATS	MONDO:0008310	Hutchinson-gilford Progeria Syndrome
3917550	MAXO:0010018	citrulline supplementation	HP:0004322	TREATS	MONDO:0009109	Lysinuric Protein Intolerance
18716612	MAXO:0010018	citrulline supplementation	HP:0004322	TREATS	MONDO:0009109	Lysinuric Protein Intolerance
17325280	MAXO:0010119	dietary phytanic acid intake avoidance	HP:0010571	TREATS	MONDO:0013945	Peroxisome Biogenesis Disorder 9b
17325280	MAXO:0010032	cardiac transplantation	HP:0001638	TREATS	MONDO:0013945	Peroxisome Biogenesis Disorder 9b
21240277	MAXO:0000747	hematopoietic stem cell transplantation	HP:0001876	TREATS	MONDO:0013499	Fanconi Anemia, Complementation Group P
30635494	MAXO:0000645	acetylcholinesterase inhibitor therapy	HP:0003473	TREATS	MONDO:0012518	Myasthenia, Limb-girdle, With Tubular Aggregates
9697705	MAXO:0001474	thyroid hormone therapy	HP:0000851	TREATS	MONDO:0009437	Hypothyroidism, Athyroidal, With Spiky Hair And Cleft Palate
26110198	MAXO:0000756	blood transfusion	HP:0001903	TREATS	MONDO:0008221	Prolidase Deficiency
26110198	MAXO:0010020	amino acid supplementation	MONDO:0008221	TREATS	MONDO:0008221	Prolidase Deficiency
20301636	MAXO:0000058	pharmacotherapy	HP:0009711	TREATS	MONDO:0008667	Von Hippel-lindau Syndrome
20301331	MAXO:0000479	orthopedic surgery	HP:0005733	TREATS	MONDO:0007037	Achondroplasia
20301331	MAXO:0000479	orthopedic surgery	HP:0008414	TREATS	MONDO:0007037	Achondroplasia
20301527	MAXO:0010119	dietary phytanic acid intake avoidance	HP:0010571	TREATS	MONDO:0009958	Refsum Disease
20301527	MAXO:0010119	dietary phytanic acid intake avoidance	HP:0008064	TREATS	MONDO:0009958	Refsum Disease
31078652	MAXO:0000802	avoid excessive exercise	HP:0004308	PREVENTS	MONDO:0012180	Arrhythmogenic Right Ventricular Dysplasia, Familial, 9
26610320	MAXO:0001117	seizure prevention recommendation	HP:0001250	PREVENTS	MONDO:0012342	Williams-beuren Region Duplication Syndrome
20301572	MAXO:0000054	radiation exposure avoidance	MONDO:0008876	PREVENTS	MONDO:0008876	Bloom Syndrome
20301572	MAXO:0000055	sunlight avoidance	MONDO:0008876	PREVENTS	MONDO:0008876	Bloom Syndrome
20301790	MAXO:0001480	immunoglobulin infusion therapy	HP:0004315	TREATS	MONDO:0008840	Ataxia-telangiectasia
30488337	MAXO:0000959	canaloplasty	HP:0012108	TREATS	MONDO:0007665	Glaucoma, Primary Open Angle
33444629	MAXO:0000187	beta-adrenergic antagonist therapy	HP:0012108	TREATS	MONDO:0010896	Glaucoma-related Pigment Dispersion Syndrome
33444629	MAXO:0000309	ophthalmic prostaglandin and prostamide agent therapy	HP:0012108	TREATS	MONDO:0010896	Glaucoma-related Pigment Dispersion Syndrome
30252254	MAXO:0000090	enteral nutrition intake	HP:0001525	TREATS	MONDO:0019570	Cockayne Syndrome, Type B
30252254	MAXO:0000090	enteral nutrition intake	HP:0008850	TREATS	MONDO:0019569	Cockayne Syndrome A
36977302	MAXO:0010034	corneal transplantation	HP:0001131	TREATS	MONDO:0012043	Corneal Dystrophy, Reis-bucklers Type
20301519	MAXO:0000014	radiation therapy	HP:0100245	TREATS	MONDO:0021056	Adenomatous Polyposis Coli
20301519	MAXO:0000646	cancer chemotherapy	HP:0100245	TREATS	MONDO:0021056	Adenomatous Polyposis Coli
20301519	MAXO:0000635	anti-estrogen agent therapy	HP:0100245	TREATS	MONDO:0021056	Adenomatous Polyposis Coli
20301519	MAXO:0000221	nonsteroidal anti-inflammatory agent therapy	HP:0100245	TREATS	MONDO:0021056	Adenomatous Polyposis Coli
12958596	MAXO:0001480	immunoglobulin infusion therapy	HP:0004315	TREATS	MONDO:0011971	Immunodeficiency With Hyper-igm, Type 5
9596203	MAXO:0000208	sodium channel inhibitor therapy	HP:0032794	CONTRAINDICATED	MONDO:0100079	Epileptic Encephalopathy, Early Infantile, 6 (dravet Syndrome)
