Citation	Subject	Subject Label	Non grounded Subject	Potential MAXO	Predicate	Object	Object Label	Non grounded Object	Potential HP	Qualifier	Qualifier Label	Non grounded Qualifier	Potential MONDO	Subject Qualifier	Subject Extension	Object Extension	Count
15184617			dna analysis	[]	prevents			misdiagnosis	[('HP:0001658', 'MI')]			peroxisome biogenesis disorder	[('MONDO:0000001', 'peroxisome biogenesis disorder'), ('MONDO:0012621', 'peroxisome biogenesis disorder')]		pex12 gene		1
15184617			measurement of beta-oxidation enzymes	[]	prevents	hp:0001251	ataxia		[]	mondo:0019234	peroxisome biogenesis disorder		[]				1
15184617			measurement of beta-oxidation enzymes	[]	prevents			dysarthric speech	[('HP:0001260', 'Dysarthric speech')]			peroxisome biogenesis disorder	[('MONDO:0000001', 'peroxisome biogenesis disorder'), ('MONDO:0012621', 'peroxisome biogenesis disorder')]		beta-oxidation enzymes		1
15184617			measurement of beta-oxidation enzymes	[]	prevents			dry skin	[('HP:0000958', 'Dry skin'), ('HP:0000958', 'Dry skin')]			peroxisome biogenesis disorder	[('MONDO:0000001', 'peroxisome biogenesis disorder'), ('MONDO:0012621', 'peroxisome biogenesis disorder')]		beta-oxidation enzymes		1
15184617			measurement of beta-oxidation enzymes	[]	prevents			hypotonia	[('HP:0001252', 'Hypotonia')]			peroxisome biogenesis disorder	[('MONDO:0000001', 'peroxisome biogenesis disorder'), ('MONDO:0012621', 'peroxisome biogenesis disorder')]		beta-oxidation enzymes		1
15184617			measurement of beta-oxidation enzymes	[]	prevents	hp:0001284	absent reflexes		[]	mondo:0019234	peroxisome biogenesis disorder		[]				1
12512044	maxo:0001298	therapies		[]	treats	hp:0003256	coagulopathy		[]	mondo:0005154	liver disease		[]		chebi:3098		1
12512044	maxo:0001298	therapies		[]	treats			vitamin d and e deficiencies	[]	mondo:0005154	liver disease		[]		chebi:3098		1
12512044	maxo:0001298	therapies		[]	treats			mild cholestasis	[('HP:0001396', 'Cholestasis'), ('HP:0001658', 'MI')]	mondo:0005154	liver disease		[]		chebi:3098		1
12512044	maxo:0000376	liver biopsy		[]	shows	hp:0200084	neonatal hepatitis		[]	mondo:0005154	liver disease		[]				1
12512044	maxo:0000376	liver biopsy		[]	shows			giant cell transformation	[]	mondo:0005154	liver disease		[]				1
12512044	maxo:0000376	liver biopsy		[]	shows			hepatocyte necrosis	[]	mondo:0005154	liver disease		[]				1
12512044			long-term treatment	[]	prevents			progression of symptoms	[]	mondo:0005154	liver disease		[]		chebi:16359		1
21816832	maxo:0000747	nonmyeloablative hematopoietic stem cell transplantation (hsct)		[]	treats			nontuberculous mycobacterial infection	[]	mondo:0042982	gata2 deficiency		[]				1
21816832	maxo:0000747	nonmyeloablative hematopoietic stem cell transplantation (hsct)		[]	treats	hp:0012312	monocytopenia		[]	mondo:0042982	gata2 deficiency		[]				1
21816832	maxo:0000747	nonmyeloablative hematopoietic stem cell transplantation (hsct)		[]	treats			b- and nk-cell deficiency	[]	mondo:0042982	gata2 deficiency		[]				1
21816832			administration of fludarabine	[]	prevents			transplant complications	[]	mondo:0042982	gata2 deficiency		[]	with fludarabine	fludarabine		1
21816832			administration of cyclophosphamide	[]	prevents			transplant complications	[]	mondo:0042982	gata2 deficiency		[]	with cyclophosphamide	chebi:4027		1
21816832			administration of tacrolimus	[]	prevents			gvhd	[]	mondo:0042982	gata2 deficiency		[]	with tacrolimus	chebi:61049		1
21816832			administration of sirolimus	[]	prevents			gvhd	[]	mondo:0042982	gata2 deficiency		[]	with sirolimus	chebi:9168		1
8097803	maxo:0001175	liver transplantation		[]	treats			progressive peripheral and autonomic neuropathy	[('HP:0003676', 'Progressive'), ('HP:0009830', 'Neuropathy')]	mondo:0021055	familial amyloid polyneuropathy (fap)		[]				1
8097803	maxo:0001175	liver transplantation		[]	prevents			neural and visceral deposition of amyloid	[]	mondo:0021055	familial amyloid polyneuropathy (fap)		[]				1
8097803	maxo:0001175	liver transplantation		[]	improves			worsening general wellbeing	[]	mondo:0021055	familial amyloid polyneuropathy (fap)		[]				1
8097803	maxo:0001175	liver transplantation		[]	improves			decreased walking ability	[]	mondo:0021055	familial amyloid polyneuropathy (fap)		[]				1
8097803	maxo:0001175	liver transplantation		[]	improves			impaired bowel function	[('HP:0500001', 'BO')]	mondo:0021055	familial amyloid polyneuropathy (fap)		[]				1
8097803	maxo:0001175	liver transplantation		[]	improves			abnormal bladder function	[]	mondo:0021055	familial amyloid polyneuropathy (fap)		[]				1
8097803	maxo:0001175	liver transplantation		[]	prevents			further deterioration of severe neurological deficits	[('HP:0012828', 'Severe'), ('HP:0012828', 'Severe')]	mondo:0021055	familial amyloid polyneuropathy (fap)		[]				1
8097803			quantitative scintigraphy	[('MAXO:0001321', 'scintigraphy')]	detects			neural and visceral deposition of amyloid	[]	mondo:0021055	familial amyloid polyneuropathy (fap)		[]	with radiolabelled serum amyloid p component	radiolabelled serum amyloid p component		1
8097803	maxo:0001175	liver transplantation		[]	prevents			worsening of progressive peripheral and autonomic neuropathy	[('HP:0003676', 'Progressive'), ('HP:0009830', 'Neuropathy')]	mondo:0021055	familial amyloid polyneuropathy (fap)		[]				1
27501770			clinical surveillance protocol (including physical examination)	[('MAXO:0000527', 'physical examination')]	treats			asymptomatic tumours	[('HP:0002664', 'Tumour')]	mondo:0018875	li-fraumeni syndrome		[]				1
27501770			biochemical studies	[]	treats			asymptomatic tumours	[('HP:0002664', 'Tumour')]	mondo:0018875	li-fraumeni syndrome		[]				1
27501770	maxo:0001184	colonoscopy		[]	treats			asymptomatic tumours	[('HP:0002664', 'Tumour')]	mondo:0018875	li-fraumeni syndrome		[]				1
27501770			survival analyses	[]	prevents			death	[]	mondo:0018875	li-fraumeni syndrome		[]				1
32792226			intrathecal delivery	[]	treats			neurological involvement	[]	mondo:0018868	metachromatic leukodystrophy		[]		recombinant human arylsulfatase a (rhasa)		1
32792226			intrathecal delivery	[]	prevents			severe disability	[('HP:0012828', 'Severe'), ('HP:0012828', 'Severe')]	mondo:0018868	metachromatic leukodystrophy		[]		recombinant human arylsulfatase a		1
32792226			intrathecal delivery	[]	prevents			premature death	[]	mondo:0018868	metachromatic leukodystrophy		[]		recombinant human arylsulfatase a (rhasa)		1
32792226			intrathecal delivery	[]	treats			decline in motor function	[]	mondo:0018868	metachromatic leukodystrophy		[]		recombinant human arylsulfatase a (rhasa)		1
11316696			growth hormone therapy	[('MAXO:0000283', 'growth hormone therapy'), ('MAXO:0000780', 'hormone therapy')]	treats			short stature	[('HP:0004322', 'Short stature'), ('HP:0004322', 'Short stature')]			noonan syndrome	[('MONDO:0002254', 'Noonan syndrome'), ('MONDO:0008104', 'Noonan syndrome')]		growth hormone		1
11316696			growth hormone therapy	[('MAXO:0000283', 'growth hormone therapy'), ('MAXO:0000780', 'hormone therapy')]	increases			height velocity	[]			noonan syndrome	[('MONDO:0002254', 'Noonan syndrome'), ('MONDO:0008104', 'Noonan syndrome')]		growth hormone		1
14769599			intravitreal reinjection	[]	treats			increase or stabilization of visual acuity	[]			exudative age-related macular degeneration	[('MONDO:0000170', 'age-related macular degeneration'), ('MONDO:0003519', 'age-related macular degeneration')]		chebi:71418		1
14769599			intravitreal reinjection	[]	treats			increase or stabilization of visual acuity	[]			exudative age-related macular degeneration	[('MONDO:0000170', 'age-related macular degeneration'), ('MONDO:0003519', 'age-related macular degeneration')]	with triamcinolone acetonide	chebi:71418		1
14769599			monitoring of visual acuity	[]	prevents			increase or stabilization of visual acuity	[]			exudative age-related macular degeneration	[('MONDO:0000170', 'age-related macular degeneration'), ('MONDO:0003519', 'age-related macular degeneration')]				1
14769599			monitoring of intraocular pressure	[]	prevents			intraocular pressure elevation	[]			exudative age-related macular degeneration	[('MONDO:0000170', 'age-related macular degeneration'), ('MONDO:0003519', 'age-related macular degeneration')]				1
19067349	maxo:0010033	umbilical cord blood transplantation		[]	treats			disease progression	[]	mondo:0018868	metachromatic leukodystrophy		[]				1
19067349			umbilical cord blood transplantation	[('MAXO:0000068', 'umbilical cord blood transplantation'), ('MAXO:0010033', 'cord blood transplantation')]	treats			signal abnormalities on neuroimaging	[]			metachromatic leukodystrophy	[('MONDO:0009591', 'metachromatic leukodystrophy'), ('MONDO:0018868', 'metachromatic leukodystrophy')]		umbilical cord blood		1
24081735			use of low calcium formula	[]	treats			hypercalcemia	[('HP:0003072', 'Hypercalcemia')]			familial hypocalciuric hypercalcemia type 3	[('MONDO:0001566', 'familial hypocalciuric hypercalcemia type 3'), ('MONDO:0002056', 'familial hypocalciuric hypercalcemia')]	low	low calcium formula		1
24081735			use of low calcium formula	[]	treats	hp:0002150	hypercalciuria		[]	mondo:0010926	familial hypocalciuric hypercalcemia type 3 (fhh3)		[]		low calcium formula		1
24081735			feeding	[]	treats			hypercalcemia	[('HP:0003072', 'Hypercalcemia')]			familial hypocalciuric hypercalcemia type 3 (fhh3)	[('MONDO:0001566', 'familial hypocalciuric hypercalcemia type 3'), ('MONDO:0002056', 'familial hypocalciuric hypercalcemia')]		mixture of low calcium formula and standard formula		1
24081735			use of low calcium formula	[]	treats	hp:0001508	failure to thrive		[]	mondo:0010926	familial hypocalciuric hypercalcemia type 3 (fhh3)		[]	low	chebi:22984		1
17018651			recombinant human gh treatment	[]	treats			reduced height	[]	mondo:0009061	cystic fibrosis		[]		rhgh		1
17018651			treatment	[]	treats			reduced weight	[]	mondo:0009061	cystic fibrosis		[]	recombinant human gh (rhgh)	rhgh		1
17018651			treatment	[]	treats			decreased lean mass	[]	mondo:0009061	cystic fibrosis		[]		recombinant human gh (rhgh)		1
17018651			treatment	[]	treats			decreased bone mineral content	[('HP:0001658', 'MI'), ('HP:0500001', 'BO')]	mondo:0009061	cystic fibrosis		[]		rhgh		1
17018651			treatment	[]	prevents			hospitalizations	[]	mondo:0009061	cystic fibrosis		[]	recombinant human gh	rhgh		1
17018651			treatment	[]	improves			poor quality of life	[]	mondo:0009061	cystic fibrosis		[]	recombinant human gh	rhgh		1
28237137			laser trabeculoplasty	[]	treats	hp:0000618	blindness		[]	mondo:0005041	glaucoma		[]				1
28237137			microinvasive glaucoma surgery	[('MAXO:0000004', 'surgery')]	treats	hp:0000618	blindness		[]	mondo:0005041	glaucoma		[]				1
28237137			conservative medical management	[]	treats	hp:0000618	blindness		[]	mondo:0005041	glaucoma		[]				1
28237137			invasive incisional surgery	[('MAXO:0000004', 'surgery')]	treats	hp:0000618	blindness		[]	mondo:0005041	glaucoma		[]				1
28007989			supplementation of oral uridine	[]	treats	hp:0001250	seizures		[]			cad deficiency	[('MONDO:0004992', 'CA'), ('MONDO:0005010', 'CAD')]	with uridine	chebi:16704		1
28007989			supplementation of oral uridine	[]	treats	hp:0001263	global developmental delay		[]			cad deficiency	[('MONDO:0004992', 'CA'), ('MONDO:0005010', 'CAD')]		chebi:16704		1
28007989			supplementation of oral uridine	[]	treats			anaemia with anisopoikilocytosis	[('HP:0001903', 'Anaemia'), ('HP:0004823', 'Anisopoikilocytosis')]			cad deficiency	[('MONDO:0004992', 'CA'), ('MONDO:0005010', 'CAD')]	with uridine	chebi:16704		1
28007989			blood smears analysis	[]	prevents			misdiagnosis	[('HP:0001658', 'MI')]			cad deficiency	[('MONDO:0004992', 'CA'), ('MONDO:0005010', 'CAD')]				1
26933038			exome sequencing	[('MAXO:0009004', 'exome sequencing')]	treats			identification of genetic mutation	[]			uruguay syndrome	[('MONDO:0002254', 'syndrome')]		exome sequencing		1
26933038			identity-by-descent analysis	[]	treats			identification of genetic mutation	[]			uruguay syndrome	[('MONDO:0002254', 'syndrome')]		identity-by-descent analysis	genetic mutation	1
26933038			sequencing	[]	treats			identification	[]			uruguay syndrome	[('MONDO:0002254', 'syndrome')]		cdna sequencing	splice site variant	1
26933038			targeted analysis	[]	treats			verification of disease-causing variant	[]			uruguay syndrome	[('MONDO:0002254', 'syndrome')]		targeted analysis		1
26933038			mutation screening	[]	treats			uncharacterized myopathies and cardiomyopathies	[]			uruguay syndrome	[('MONDO:0002254', 'syndrome')]		fhl1 gene		1
16783379			macrocytic anemia	[]	in	hp:0001972	macrocytic anemia		[]				[]				1
16783379			normal platelet counts	[('MAXO:0001008', 'platelet count')]	in	hp:0001972	macrocytic anemia		[]				[]				1
28411234			long-term treatment	[]	treats			neonatal or early infantile-onset encephalopathy	[('HP:0001298', 'Encephalopathy'), ('HP:0003674', 'Onset')]	mondo:0013166	gaba-transaminase deficiency		[]		chebi:5103		1
28411234			long-term treatment	[]	treats			hypersomnolence	[]	mondo:0013166	gaba-transaminase deficiency		[]		chebi:5103		1
28411234			long-term treatment with flumazenil	[]	treats	hp:0001266	choreoathetosis		[]	mondo:0013166	gaba-transaminase deficiency		[]	with flumazenil	chebi:5103		1
20091517			dietary restriction	[('MAXO:0000088', 'diet')]	prevents			mental handicap	[]	mondo:0009861	phenylketonuria		[]		chebi:28044		1
20091517			low-phenylalanine diet	[('MAXO:0000088', 'diet')]	treats			elevated blood phenylalanine levels	[]			phenylketonuria	[('MONDO:0009861', 'phenylketonuria'), ('MONDO:0009861', 'phenylketonuria')]		low-phenylalanine diet		1
20091517			low-phenylalanine diet	[('MAXO:0000088', 'diet')]	improves			intelligence quotient	[]	mondo:0009861	phenylketonuria		[]	low	chebi:28044		1
20091517			low-phenylalanine diet	[('MAXO:0000088', 'diet')]	treats			neuropsychological outcomes	[]	mondo:0009861	phenylketonuria		[]	with phenylalanine	chebi:28044		1
32754920			treatment	[]	treats			metabolic crisis	[]			isolated methylmalonic acidurias (cbla and mut)	[('MONDO:0002012', 'methylmalonic aciduria'), ('MONDO:0011727', 'AN')]	i.m.	chebi:27786		1
32754920			treatment	[]	treats			biochemical disturbances	[]			isolated methylmalonic acidurias (cbla and mut)	[('MONDO:0002012', 'methylmalonic aciduria'), ('MONDO:0011727', 'AN')]	i.m.	chebi:27786		1
32754920			treatment with i.m. hydroxocobalamin	[]	treats			metabolic crisis	[]			isolated methylmalonic acidurias (cbla)	[('MONDO:0002012', 'methylmalonic aciduria')]	i.m.	chebi:27786	cobalamin	1
32754920			calculated diet	[('MAXO:0000088', 'diet')]	prevents			lower body height	[('HP:0500001', 'BO')]			isolated methylmalonic acidurias (cbla and mut)	[('MONDO:0002012', 'methylmalonic aciduria'), ('MONDO:0011727', 'AN')]		calculated diet		1
32754920			calculated diet	[('MAXO:0000088', 'diet')]	prevents			lower body weight	[('HP:0500001', 'BO')]			isolated methylmalonic acidurias (cbla and mut)	[('MONDO:0002012', 'methylmalonic aciduria'), ('MONDO:0011727', 'AN')]		calculated diet		1
32754920			amino acid supplements	[]	prevents			biochemical disturbances	[]			isolated methylmalonic acidurias (cbla and mut)	[('MONDO:0002012', 'methylmalonic aciduria'), ('MONDO:0011727', 'AN')]		amino acid supplements		1
32389449			diet therapy	[('MAXO:0000088', 'diet'), ('MAXO:0001298', 'therapy')]	treats			intractable epilepsy	[('HP:0001250', 'Epilepsy')]	mondo:0010998	alg3-cdg		[]		ketogenic		1
5658866			folic acid therapy	[('MAXO:0001298', 'therapy')]	treats			subnormal serum folate levels	[]	mondo:0004737	homocystinuria		[]	with folic acid	chebi:27470		1
5658866			folic acid therapy	[('MAXO:0001298', 'therapy')]	treats			increased folate clearance	[]	mondo:0004737	homocystinuria		[]	with folic acid	chebi:27470		1
